source_id,rule_key,rule_object,constraint_type,subject,operator,value,unit,condition,exception,evidence_text,warnings,source_stream,batch_id,rule_id
burnaby_generic_graph_pack_007__page_0002__local_001,burnaby_generic_graph_pack_007__page_0002__local_001_4,lot_area,dimensional_standard,lot,>=,281,m2,for small-scale multi-unit dwelling type with 3 to 4 units,,Minimum Lot Area                        -                     -                    281 m2,[],gemini_text_batch,text_batch_0002,pipeline10_rule_0077
burnaby_generic_graph_pack_007__page_0002__local_001,burnaby_generic_graph_pack_007__page_0002__local_001_5,lot_area,dimensional_standard,lot,>=,281,m2,"for small-scale multi-unit dwelling type with 4 units only, located in a Frequent Transit Network Area",,Minimum Lot Area                        -                     -                    281 m2                                                               281 m2,[],gemini_text_batch,text_batch_0002,pipeline10_rule_0078
burnaby_generic_graph_pack_007__page_0002__local_001,burnaby_generic_graph_pack_007__page_0002__local_001_6,lot_coverage,dimensional_standard,all_buildings,<=,40,%,for small-scale multi-unit dwelling type with 1 to 3 units,,All Buildings               55%                  40%,[],gemini_text_batch,text_batch_0002,pipeline10_rule_0079
burnaby_generic_graph_pack_007__page_0002__local_001,burnaby_generic_graph_pack_007__page_0002__local_001_7,lot_coverage,dimensional_standard,all_buildings,<=,40,%,for small-scale multi-unit dwelling type with 1 to 2 units,,All Buildings               55%                  40%,[],gemini_text_batch,text_batch_0002,pipeline10_rule_0080
burnaby_generic_graph_pack_007__page_0002__local_001,burnaby_generic_graph_pack_007__page_0002__local_001_8,lot_coverage,dimensional_standard,all_buildings,<=,45,%,for small-scale multi-unit dwelling type with 3 to 4 units,,All Buildings               55%                  40%       45%,[],gemini_text_batch,text_batch_0002,pipeline10_rule_0081
burnaby_generic_graph_pack_007__page_0002__local_001,burnaby_generic_graph_pack_007__page_0002__local_001_9,lot_coverage,dimensional_standard,all_buildings,<=,45,%,"for small-scale multi-unit dwelling type with 4 units only, located in a Frequent Transit Network Area",,All Buildings               55%                  40%       45%,[],gemini_text_batch,text_batch_0002,pipeline10_rule_0082
burnaby_generic_graph_pack_007__page_0002__local_001,burnaby_generic_graph_pack_007__page_0002__local_001_10,impervious_surface_area,dimensional_standard,lot,<=,60,%,for small-scale multi-unit dwelling type with 1 to 3 units,,Impervious Surfaces          70%        60%,[],gemini_text_batch,text_batch_0002,pipeline10_rule_0083
burnaby_generic_graph_pack_007__page_0002__local_001,burnaby_generic_graph_pack_007__page_0002__local_001_11,impervious_surface_area,dimensional_standard,lot,<=,60,%,for small-scale multi-unit dwelling type with 1 to 2 units,,Impervious Surfaces          70%        60%       60%,[],gemini_text_batch,text_batch_0002,pipeline10_rule_0084
burnaby_generic_graph_pack_007__page_0002__local_001,burnaby_generic_graph_pack_007__page_0002__local_001_12,impervious_surface_area,dimensional_standard,lot,<=,60,%,for small-scale multi-unit dwelling type with 3 to 4 units,,Impervious Surfaces          70%        60%       60%,[],gemini_text_batch,text_batch_0002,pipeline10_rule_0085
burnaby_generic_graph_pack_007__page_0002__local_001,burnaby_generic_graph_pack_007__page_0002__local_001_13,impervious_surface_area,dimensional_standard,lot,<=,70,%,"for small-scale multi-unit dwelling type with 4 units only, located in a Frequent Transit Network Area",,Impervious Surfaces          70%        60%       60%       70%,[],gemini_text_batch,text_batch_0002,pipeline10_rule_0086
burnaby_generic_graph_pack_007__page_0002__local_002,burnaby_generic_graph_pack_007__page_0002__local_002_1,building_height,dimensional_standard,front_principal_building,<=,10,m,"for rowhouse dwelling type, with a sloping roof",,Height                                   sloping roof: 10 m,[],gemini_text_batch,text_batch_0002,pipeline10_rule_0087
burnaby_generic_graph_pack_007__page_0002__local_002,burnaby_generic_graph_pack_007__page_0002__local_002_2,building_height,dimensional_standard,front_principal_building,<=,9.5,m,"for rowhouse dwelling type, with a flat roof",,Height                                   sloping roof: 10 m | flat roof: 9.5 m,[],gemini_text_batch,text_batch_0002,pipeline10_rule_0088
burnaby_generic_graph_pack_007__page_0002__local_002,burnaby_generic_graph_pack_007__page_0002__local_002_3,building_storeys,dimensional_standard,front_principal_building,<=,3,storeys,"for rowhouse dwelling type, basement inclusive",,Storeys (basement inclusive)     3 storeys,[],gemini_text_batch,text_batch_0002,pipeline10_rule_0089
burnaby_generic_graph_pack_007__page_0002__local_002,burnaby_generic_graph_pack_007__page_0002__local_002_4,building_storeys,dimensional_standard,front_principal_building,<=,2.5,storeys,"for small-scale multi-unit dwelling type with 1 to 3 units, basement inclusive",,Storeys (basement inclusive)     3 storeys      2.5 storeys,[],gemini_text_batch,text_batch_0002,pipeline10_rule_0090
burnaby_generic_graph_pack_007__page_0002__local_002,burnaby_generic_graph_pack_007__page_0002__local_002_5,building_storeys,dimensional_standard,front_principal_building,<=,2.5,storeys,"for small-scale multi-unit dwelling type with 1 to 2 units, basement inclusive",,Storeys (basement inclusive)     3 storeys      2.5 storeys,[],gemini_text_batch,text_batch_0002,pipeline10_rule_0091
burnaby_generic_graph_pack_007__page_0002__local_002,burnaby_generic_graph_pack_007__page_0002__local_002_6,building_storeys,dimensional_standard,front_principal_building,<=,3,storeys,"for small-scale multi-unit dwelling type with 3 to 4 units, basement inclusive",,Storeys (basement inclusive)     3 storeys      2.5 storeys           3 storeys,[],gemini_text_batch,text_batch_0002,pipeline10_rule_0092
burnaby_generic_graph_pack_007__page_0002__local_002,burnaby_generic_graph_pack_007__page_0002__local_002_7,building_storeys,dimensional_standard,front_principal_building,<=,3,storeys,"for small-scale multi-unit dwelling type with 4 units only, located in a Frequent Transit Network Area, basement inclusive",,Storeys (basement inclusive)     3 storeys      2.5 storeys           3 storeys,[],gemini_text_batch,text_batch_0002,pipeline10_rule_0093
burnaby_generic_graph_pack_007__page_0002__local_002,burnaby_generic_graph_pack_007__page_0002__local_002_8,building_height,dimensional_standard,rear_principal_building,<=,7.5,m,"for rowhouse dwelling type, with a sloping roof",,Height                                   sloping roof: 7.5 m,[],gemini_text_batch,text_batch_0002,pipeline10_rule_0094
burnaby_generic_graph_pack_007__page_0002__local_002,burnaby_generic_graph_pack_007__page_0002__local_002_9,building_height,dimensional_standard,rear_principal_building,<=,7.0,m,"for rowhouse dwelling type, with a flat roof",,Height                                   sloping roof: 7.5 m | flat roof: 7.0 m,[],gemini_text_batch,text_batch_0002,pipeline10_rule_0095
burnaby_generic_graph_pack_007__page_0002__local_002,burnaby_generic_graph_pack_007__page_0002__local_002_10,building_storeys,dimensional_standard,rear_principal_building,<=,2,storeys,"for rowhouse dwelling type, basement inclusive",,Storeys (basement inclusive)                        2 storeys,[],gemini_text_batch,text_batch_0002,pipeline10_rule_0096
burnaby_generic_graph_pack_007__page_0002__local_002,burnaby_generic_graph_pack_007__page_0002__local_002_11,building_height,dimensional_standard,accessory_building,<=,4.0,m,for rowhouse dwelling type,,Accessory Buildings                                4.0 m,[],gemini_text_batch,text_batch_0002,pipeline10_rule_0097
burnaby_generic_graph_pack_007__page_0002__local_002,burnaby_generic_graph_pack_007__page_0002__local_002_12,building_storeys,dimensional_standard,accessory_building,<=,1,storeys,for rowhouse dwelling type,,Accessory Buildings                                4.0 m | 1 storey,[],gemini_text_batch,text_batch_0002,pipeline10_rule_0098
burnaby_generic_graph_pack_007__page_0002__local_002,burnaby_generic_graph_pack_007__page_0002__local_002_13,setback,dimensional_standard,street_yard,>=,3.0,m,for all buildings of rowhouse dwelling type,,Street Yard                       3.0 m,[],gemini_text_batch,text_batch_0002,pipeline10_rule_0099
burnaby_generic_graph_pack_007__page_0002__local_002,burnaby_generic_graph_pack_007__page_0002__local_002_14,setback,dimensional_standard,street_yard,>=,4.0,m,"for all buildings of small-scale multi-unit dwelling type, front",,Street Yard                       3.0 m                 front: 4.0 m,[],gemini_text_batch,text_batch_0002,pipeline10_rule_0100
burnaby_generic_graph_pack_007__page_0002__local_002,burnaby_generic_graph_pack_007__page_0002__local_002_15,setback,dimensional_standard,street_yard,>=,3.0,m,"for all buildings of small-scale multi-unit dwelling type, flanking",,Street Yard                       3.0 m                 front: 4.0 m | flanking: 3.0 m,[],gemini_text_batch,text_batch_0002,pipeline10_rule_0101
burnaby_generic_graph_pack_007__page_0002__local_002,burnaby_generic_graph_pack_007__page_0002__local_002_16,setback,dimensional_standard,lane_yard,>=,1.5,m,for all buildings of rowhouse dwelling type,,Lane Yard                                              1.5 m,[],gemini_text_batch,text_batch_0002,pipeline10_rule_0102
burnaby_generic_graph_pack_007__page_0002__local_002,burnaby_generic_graph_pack_007__page_0002__local_002_17,setback,dimensional_standard,lane_yard,>=,1.5,m,for all buildings of small-scale multi-unit dwelling type,,Lane Yard                                              1.5 m,[],gemini_text_batch,text_batch_0002,pipeline10_rule_0103
burnaby_generic_graph_pack_007__page_0002__local_002,burnaby_generic_graph_pack_007__page_0002__local_002_18,setback,dimensional_standard,interior_rear_yard,>=,3.0,m,for all buildings of rowhouse dwelling type,except 1.5 m for accessory buildings,"Interior Rear Yard                      3.0 m, except 1.5 m for accessory buildings",[],gemini_text_batch,text_batch_0002,pipeline10_rule_0104
burnaby_generic_graph_pack_007__page_0002__local_002,burnaby_generic_graph_pack_007__page_0002__local_002_19,setback,dimensional_standard,interior_rear_yard,>=,1.5,m,for accessory buildings of rowhouse dwelling type,,"Interior Rear Yard                      3.0 m, except 1.5 m for accessory buildings",[],gemini_text_batch,text_batch_0002,pipeline10_rule_0105
burnaby_generic_graph_pack_007__page_0002__local_002,burnaby_generic_graph_pack_007__page_0002__local_002_20,setback,dimensional_standard,interior_rear_yard,>=,3.0,m,for all buildings of small-scale multi-unit dwelling type,except 1.5 m for accessory buildings,"Interior Rear Yard                      3.0 m, except 1.5 m for accessory buildings",[],gemini_text_batch,text_batch_0002,pipeline10_rule_0106
burnaby_generic_graph_pack_007__page_0002__local_002,burnaby_generic_graph_pack_007__page_0002__local_002_21,setback,dimensional_standard,interior_rear_yard,>=,1.5,m,for accessory buildings of small-scale multi-unit dwelling type,,"Interior Rear Yard                      3.0 m, except 1.5 m for accessory buildings",[],gemini_text_batch,text_batch_0002,pipeline10_rule_0107
burnaby_generic_graph_pack_007__page_0002__local_003,burnaby_generic_graph_pack_007__page_0002__local_003_1,setback,dimensional_standard,interior_side_yard,>=,0,m,for rowhouse dwelling type,except 1.2 m for end unit lots,"Interior Side Yard           0 m, except 1.2 m",[],gemini_text_batch,text_batch_0002,pipeline10_rule_0108
burnaby_generic_graph_pack_007__page_0002__local_003,burnaby_generic_graph_pack_007__page_0002__local_003_2,setback,dimensional_standard,interior_side_yard,>=,1.2,m,"for rowhouse dwelling type, for end unit lots",,"Interior Side Yard           0 m, except 1.2 m",[],gemini_text_batch,text_batch_0002,pipeline10_rule_0109
burnaby_generic_graph_pack_007__page_0002__local_003,burnaby_generic_graph_pack_007__page_0002__local_003_3,setback,dimensional_standard,interior_side_yard,>=,1.2,m,for small-scale multi-unit dwelling type with 1 to 3 units,,1.2 m,[],gemini_text_batch,text_batch_0002,pipeline10_rule_0110
burnaby_generic_graph_pack_007__page_0002__local_003,burnaby_generic_graph_pack_007__page_0002__local_003_4,setback,dimensional_standard,interior_side_yard,>=,1.2,m,for small-scale multi-unit dwelling type with 1 to 2 units,,1.2 m         1.2 m,[],gemini_text_batch,text_batch_0002,pipeline10_rule_0111
burnaby_generic_graph_pack_007__page_0002__local_003,burnaby_generic_graph_pack_007__page_0002__local_003_5,setback,dimensional_standard,interior_side_yard,>=,1.2,m,for small-scale multi-unit dwelling type with 3 to 4 units,,1.2 m         1.2 m          1.2 m,[],gemini_text_batch,text_batch_0002,pipeline10_rule_0112
burnaby_generic_graph_pack_007__page_0002__local_003,burnaby_generic_graph_pack_007__page_0002__local_003_6,setback,dimensional_standard,interior_side_yard,>=,1.2,m,"for small-scale multi-unit dwelling type with 4 units only, located in a Frequent Transit Network Area",,1.2 m         1.2 m          1.2 m,[],gemini_text_batch,text_batch_0002,pipeline10_rule_0113
burnaby_generic_graph_pack_007__page_0002__local_003,burnaby_generic_graph_pack_007__page_0002__local_003_7,building_separation,dimensional_standard,front_principal_buildings,>=,2.4,m,"for small-scale multi-unit dwelling type with 1 to 3 units, on the same lot",,Between Front Principals                     -              2.4 m,[],gemini_text_batch,text_batch_0002,pipeline10_rule_0114
burnaby_generic_graph_pack_007__page_0002__local_003,burnaby_generic_graph_pack_007__page_0002__local_003_8,building_separation,dimensional_standard,front_principal_buildings,>=,2.4,m,"for small-scale multi-unit dwelling type with 1 to 2 units, on the same lot",,Between Front Principals                     -              2.4 m         2.4 m,[],gemini_text_batch,text_batch_0002,pipeline10_rule_0115
burnaby_generic_graph_pack_007__page_0002__local_003,burnaby_generic_graph_pack_007__page_0002__local_003_9,building_separation,dimensional_standard,front_principal_buildings,>=,2.4,m,"for small-scale multi-unit dwelling type with 3 to 4 units, on the same lot",,Between Front Principals                     -              2.4 m         2.4 m          2.4 m,[],gemini_text_batch,text_batch_0002,pipeline10_rule_0116
burnaby_generic_graph_pack_007__page_0002__local_003,burnaby_generic_graph_pack_007__page_0002__local_003_10,building_separation,dimensional_standard,front_principal_buildings,>=,2.4,m,"for small-scale multi-unit dwelling type with 4 units only, located in a Frequent Transit Network Area, on the same lot",,Between Front Principals                     -              2.4 m         2.4 m          2.4 m,[],gemini_text_batch,text_batch_0002,pipeline10_rule_0117
burnaby_generic_graph_pack_007__page_0002__local_003,burnaby_generic_graph_pack_007__page_0002__local_003_11,building_separation,dimensional_standard,rear_principal_buildings,>=,2.4,m,"for small-scale multi-unit dwelling type with 1 to 3 units, on the same lot",,Between Rear Principals                      -              2.4 m,[],gemini_text_batch,text_batch_0002,pipeline10_rule_0118
burnaby_generic_graph_pack_007__page_0002__local_003,burnaby_generic_graph_pack_007__page_0002__local_003_12,building_separation,dimensional_standard,rear_principal_buildings,>=,2.4,m,"for small-scale multi-unit dwelling type with 1 to 2 units, on the same lot",,Between Rear Principals                      -              2.4 m         2.4 m,[],gemini_text_batch,text_batch_0002,pipeline10_rule_0119
burnaby_generic_graph_pack_007__page_0002__local_003,burnaby_generic_graph_pack_007__page_0002__local_003_13,building_separation,dimensional_standard,rear_principal_buildings,>=,2.4,m,"for small-scale multi-unit dwelling type with 3 to 4 units, on the same lot",,Between Rear Principals                      -              2.4 m         2.4 m          2.4 m,[],gemini_text_batch,text_batch_0002,pipeline10_rule_0120
burnaby_generic_graph_pack_007__page_0002__local_003,burnaby_generic_graph_pack_007__page_0002__local_003_14,building_separation,dimensional_standard,rear_principal_buildings,>=,2.4,m,"for small-scale multi-unit dwelling type with 4 units only, located in a Frequent Transit Network Area, on the same lot",,Between Rear Principals                      -              2.4 m         2.4 m          2.4 m,[],gemini_text_batch,text_batch_0002,pipeline10_rule_0121
burnaby_generic_graph_pack_007__page_0002__local_003,burnaby_generic_graph_pack_007__page_0002__local_003_15,building_separation,dimensional_standard,front_and_rear_principal_buildings,>=,6.0,m,"for rowhouse dwelling type, on the same lot",,Between Front & Rear Principals                                6.0 m,[],gemini_text_batch,text_batch_0002,pipeline10_rule_0122
burnaby_generic_graph_pack_007__page_0002__local_003,burnaby_generic_graph_pack_007__page_0002__local_003_16,building_separation,dimensional_standard,all_other_buildings,>=,2.4,m,"for rowhouse dwelling type, on the same lot",,Between All Other Buildings                                    2.4 m,[],gemini_text_batch,text_batch_0002,pipeline10_rule_0123
burnaby_generic_graph_pack_007__page_0002__local_003,burnaby_generic_graph_pack_007__page_0002__local_003_17,building_separation,dimensional_standard,all_other_buildings,>=,2.4,m,"for small-scale multi-unit dwelling type, on the same lot",,Between All Other Buildings                                    2.4 m,[],gemini_text_batch,text_batch_0002,pipeline10_rule_0124
burnaby_generic_graph_pack_007__page_0002__local_003,burnaby_generic_graph_pack_007__page_0002__local_003_18,lot_area,dimensional_standard,lot,permitted,,,"for rowhouse dwellings, to exceed 280 m2, subject to registration of a Section 219 Covenant prohibiting the construction of more than 3 dwelling units on the lot",,".1 Maximum lot area for rowhouse dwellings may exceed 280 m2, subject to registration of a Section 219 Covenant prohibiting the construction of more than 3 dwelling units on the lot.",[],gemini_text_batch,text_batch_0002,pipeline10_rule_0125
burnaby_generic_graph_pack_007__page_0002__local_003,burnaby_generic_graph_pack_007__page_0002__local_003_19,setback,dimensional_standard,interior_side_yard,>=,0,m,for rowhouse dwelling units on a lot line between two,,.3 Interior side yard setbacks are not required for rowhouse dwelling units on a lot line between two,[],gemini_text_batch,text_batch_0002,pipeline10_rule_0126
burnaby_generic_graph_pack_009__page_0004__local_001,,dwelling_unit_with_3_bedrooms,quantitative,number_of_dwelling_units_with_3_bedrooms,>=,1,units,for lots with 1 to 3 total dwelling units,,The minimum number of dwelling units with at least 3 bedrooms must be provided on a lot as follows: Total Dwelling Units on a Lot 1 to 3 Units Minimum 3+ Bedroom Units: 1 Unit,[],gemini_text_batch,text_batch_0003,pipeline10_rule_0127
burnaby_generic_graph_pack_009__page_0004__local_001,,dwelling_unit_with_3_bedrooms,quantitative,number_of_dwelling_units_with_3_bedrooms,>=,2,units,for lots with 4 to 6 total dwelling units,,The minimum number of dwelling units with at least 3 bedrooms must be provided on a lot as follows: Total Dwelling Units on a Lot 4 to 6 Units Minimum 3+ Bedroom Units: 2 Units,[],gemini_text_batch,text_batch_0003,pipeline10_rule_0128
burnaby_generic_graph_pack_009__page_0004__local_002,,dwelling_unit_main_entrance,qualitative,orientation,required,,,at least one dwelling unit on a lot must have the main entrance oriented to an abutting street,,At least one dwelling unit on a lot must have the main entrance oriented to an abutting street,[],gemini_text_batch,text_batch_0003,pipeline10_rule_0129
burnaby_generic_graph_pack_009__page_0004__local_002,,dwelling_unit_main_entrance,qualitative,orientation,required,,,"in the case of a through lot with multiple principal buildings and site access from both frontages, at least one dwelling unit per street frontage must have the main entrance oriented to an abutting street",,"in the case of a through lot with multiple principal buildings and site access from both frontages, at least one dwelling unit per street frontage",[],gemini_text_batch,text_batch_0003,pipeline10_rule_0130
burnaby_generic_graph_pack_009__page_0004__local_002,,pedestrian_walkway,qualitative,provision,required,,,for contiguous rowhouse lots; walkway must be illuminated and publicly accessible,,Contiguous rowhouse lots must provide an illuminated and publicly accessible pedestrian walkway,[],gemini_text_batch,text_batch_0003,pipeline10_rule_0131
burnaby_generic_graph_pack_009__page_0004__local_002,,pedestrian_walkway_spacing,quantitative,spacing_from_street_lane_or_intersecting_walkway,<=,100,m,for contiguous rowhouse lots,,"pedestrian walkway spaced every 100 m or less from a street, lane, or walkway that intersects the fronting street",[],gemini_text_batch,text_batch_0003,pipeline10_rule_0132
burnaby_generic_graph_pack_009__page_0004__local_002,,pedestrian_walkway,qualitative,linkage,required,,,"for contiguous rowhouse lots; walkway must link the fronting street with the parallel lane, street, or trail network at the rear of the lot",,"links the fronting street with the parallel lane, street, or trail network at the rear of the lot",[],gemini_text_batch,text_batch_0003,pipeline10_rule_0133
burnaby_generic_graph_pack_009__page_0004__local_002,,pedestrian_walkway_width,quantitative,width,>=,1.5,m,for contiguous rowhouse lots,,is at least 1.5 m wide,[],gemini_text_batch,text_batch_0003,pipeline10_rule_0134
burnaby_generic_graph_pack_009__page_0004__local_002,,pedestrian_walkway_clearance,quantitative,height_clearance,>=,2.5,m,for contiguous rowhouse lots,,clear to a height of at least 2.5 m,[],gemini_text_batch,text_batch_0003,pipeline10_rule_0135
burnaby_generic_graph_pack_009__page_0004__local_002,,pedestrian_walkway,qualitative,statutory_right_of_way,required,,,for contiguous rowhouse lots; registered in favour of the City,,is subject to a statutory right of way registered in favour of the City,[],gemini_text_batch,text_batch_0003,pipeline10_rule_0136
burnaby_generic_graph_pack_009__page_0004__local_003,,development_regulations,qualitative,compliance,required,,,for small-scale multi-unit lots with 1 to 3 units; regulations under Section 101.4,,it meets the development regulations under Section 101.4 for small-scale multi-unit lots with 1 to 3 units,[],gemini_text_batch,text_batch_0003,pipeline10_rule_0137
burnaby_generic_graph_pack_011__page_0005__local_004,outdoor_amenity_space_width_dwelling_unit,outdoor_amenity_space_width,dimensional,outdoor_amenity_space,>=,2.0,m,for each primary dwelling unit for its exclusive use and be accessible from the primary dwelling unit it serves,,An outdoor amenity space with a minimum width of 2.0 m,[],gemini_text_batch,text_batch_0004,pipeline10_rule_0138
burnaby_generic_graph_pack_011__page_0005__local_004,outdoor_amenity_space_area_dwelling_unit,outdoor_amenity_space_area,dimensional,outdoor_amenity_space,>=,10.0,m2,for each primary dwelling unit for its exclusive use and be accessible from the primary dwelling unit it serves,,area of 10.0 m2 must be provided for each primary dwelling unit for its exclusive use and be accessible from the primary dwelling unit it serves,[],gemini_text_batch,text_batch_0004,pipeline10_rule_0139
burnaby_generic_graph_pack_012__page_0005__local_001,small_scale_multi_unit_dwelling_compliance,development_regulations,compliance,development,required,,,for 1 to 3 small-scale multi-unit dwelling units on a lot; under section 101.4,,comply with the development regulations under section 101.4 for 1 to 3 small-scale multi-unit dwelling units on a lot;,[],gemini_text_batch,text_batch_0004,pipeline10_rule_0140
burnaby_generic_graph_pack_002__page_0001__local_004,burnaby_generic_graph_pack_002__page_0001__local_004__1,permitted_use,zoning_permission,Small-Scale Multi-Unit Housing,permitted,,,as a Principal Use,,Principal Use                                 Use-Specific RegulationsSmall-Scale Multi-Unit Housing                           -,[],gemini_text_batch,text_batch_0005,pipeline10_rule_0141
burnaby_generic_graph_pack_002__page_0001__local_004,burnaby_generic_graph_pack_002__page_0001__local_004__2,permitted_use,zoning_permission,Rowhouse Dwellings,permitted,,,as a Principal Use; subject to Use-Specific Regulations in 101.5.2,,Principal Use                                 Use-Specific RegulationsRowhouse Dwellings                            101.5.2,[],gemini_text_batch,text_batch_0005,pipeline10_rule_0142
burnaby_generic_graph_pack_008__page_0002__local_004,burnaby_generic_graph_pack_008__page_0002__local_004_1,interior_side_yard_setback,dimensional,end unit of a rowhouse development,>=,1.2,m,For an end unit of a rowhouse development,,"For an end unit of a rowhouse development, the interior side yard setback is 1.2 m.",[],gemini_text_batch,text_batch_0006,pipeline10_rule_0143
burnaby_generic_graph_pack_008__page_0002__local_004,burnaby_generic_graph_pack_008__page_0002__local_004_2,accessory_building,prohibition,accessory buildings,prohibited,,,within the minimum separations between principal buildings,see Section 101.6.1 for permitted projections into minimum separations,Accessory buildings are not permitted within the minimum separations between principal buildings – see Section 101.6.1 for permitted projections into minimum separations.,[],gemini_text_batch,text_batch_0006,pipeline10_rule_0144
burnaby_generic_graph_pack_010__page_0004__local_004,parking_location_accessory_buildings,parking,location,parking,required,,,"for accessory buildings, structures, and uses associated with dwelling units; when accessible from an abutting lane or street; in an attached or detached garage, carport or outdoor parking pad at the rear of the lot","Where there is no direct access to the rear of the lot or the Director Engineering is satisfied that access to the rear is not feasible because of an extreme grade, parking may be provided elsewhere on the lot.","Parking shall be provided in an attached or detached garage, carport or outdoor parking pad at the rear of the lot when accessible from an abutting lane or street. Where there is no direct access to the rear of the lot or the Director Engineering is satisfied that access to the rear is not feasible because of an extreme grade, parking may be provided elsewhere on the lot.",[],gemini_text_batch,text_batch_0007,pipeline10_rule_0145
burnaby_generic_graph_pack_010__page_0004__local_004,garage_carport_extension_above_grade,garage_or_carport_extension_above_grade,height,part of garage or carport structure,<=,1.2,m,"for accessory buildings, structures, and uses associated with dwelling units; when a garage or carport is constructed below grade; at any point other than the driveway",,"A garage or carport may be constructed below grade, provided that no part of such structure shall extend more than 1.2 m above the surface of the surrounding ground at any point other than the driveway",[],gemini_text_batch,text_batch_0007,pipeline10_rule_0146
burnaby_generic_graph_pack_010__page_0004__local_004,garage_carport_setback_from_lot_line,garage_or_carport_setback,setback,part of garage or carport structure,>=,1.2,m,"for accessory buildings, structures, and uses associated with dwelling units; when a garage or carport is constructed below grade; from a lot line",,nor be less than 1.2 m from a lot line.,[],gemini_text_batch,text_batch_0007,pipeline10_rule_0147
